Value,ar,ca,cs,da,de,el,en,en_AU,en_GB,es,es_419,fi,fr,fr_CA,he,hi,hr,hu,id,it,ja,ko,ms,nl,no,pl,pt,pt_PT,ro,ru,sk,sv,th,tr,uk,vi,zh_CN,zh_HK,zh_TW
61570,خطوط المجلد,Contorn de la carpeta,Obrys složky,Mappekontur,Umriss eines Ordners,Περίγραμμα φακέλου,Folder Outline,Folder Outline,Folder Outline,Contorno de carpeta,Contorno de la carpeta,Kansion ääriviivat,Contour de dossier,Contour de dossier,מתאר התיקיה,फ़ोल्डर आउटलाइन,Obrub mape,Mappa körvonala,Kerangka Folder,Sagoma cartella,フォルダ（アウトライン）,폴더 윤곽,Garis Kasar Folder,Omtrek map,Kontur av mappe,Obrys folderu,Contorno da Pasta,Contorno de pasta,Contur dosar,Папка без заливки,Obrys priečinka,Mappkontur,เค้าโครงโฟลเดอร์,Klasör Ana Hattı,Контур папки,Đường viền thư mục,文件夹（轮廓）,資料夾外框,檔案夾外框
61571,مجلد مع ترس,Carpeta amb un engranatge,Složka s ozubeným kolem,Mappe med tandhjul,Ordner mit Zahnrad,Φάκελος με γρανάζι,Folder With Gear,Folder With Gear,Folder With Gear,Carpeta con engranaje,Carpeta con engrane,"Kansio, jossa hammaspyörä",Dossier avec engrenage,Dossier avec engrenage,תיקיה עם גלגל שיניים,गियर वाला फ़ोल्डर,Mapa sa zupčanikom,Mappa fogaskerékkel,Folder Dengan Gerigi,Cartella con ingranaggio,歯車付きのフォルダ,톱니바퀴가 있는 폴더,Folder dengan Gear,Map met tandwiel,Mappe med tannhjul,Folder z kołem zębatym,Pasta com Engrenagem,Pasta com roda dentada,Dosar cu rotiță dințată,Папка с шестеренкой,Priečinok s ozubeným kolesom,Mapp med kugghjul,โฟลเดอร์ที่มีเฟือง,Dişli İşaretli Klasör,Папка із шестернею,Thư mục có bánh răng,带齿轮的文件夹,帶齒輪的資料夾,帶有齒輪的檔案夾
59719,بطاقة ائتمان,Targeta de crèdit,Platební karta,Kreditkort,Kreditkarte,Πιστωτική κάρτα,Credit Card,Credit Card,Credit Card,Tarjeta de crédito,Tarjeta de crédito,Luottokortti,Carte bancaire,Carte de crédit,כרטיס אשראי,क्रेडिट कार्ड,Kreditna kartica,Hitelkártya,Kartu Kredit,Carta di credito,クレジットカード,신용 카드,Kad Kredit,Creditcard,Kredittkort,Karta kredytowa,Cartão de Crédito,Cartão de crédito,Card de credit,Кредитная карта,Platobná karta,Kreditkort,บัตรเครดิต,Kredi Kartı,Кредитна картка,Thẻ tín dụng,信用卡,信用卡,信用卡
59865,ساعة,Rellotge,Hodinky,Ur,Watch,Ρολόι,Watch,Watch,Watch,Reloj,Reloj,Rannekello,Montre,Montre,שעון,घड़ी,Apple Watch,Óra,Apple Watch,Orologio da polso,腕時計,시계,Jam,Horloge,Klokke,Zegarek,Relógio de Pulso,Relógio,Ceas,Наручные часы,Hodinky,Armbandsur,นาฬิกาข้อมือ,Apple Watch,Годинник,Đồng hồ đeo tay,手表,手錶,手錶
59814,هاتف,Telèfon,Telefon,Telefon,Telefon,Τηλέφωνο,Phone,Phone,Phone,Teléfono,Teléfono,Puhelin,Téléphone,Téléphone,טלפון,फ़ोन,Telefon,Telefon,Telepon,Telefono,電話,전화,Telefon,Telefoon,Telefon,Telefon,Telefone,Telefone,Telefon,Телефон,Telefón,Telefon,โทรศัพท์,Telefon,Телефон,Điện thoại,电话,電話,電話
59436,كمبيوتر محمول,Ordinador portàtil,Notebook,Bærbar,Laptop,Φορητός υπολογιστής,Laptop,Laptop,Laptop,Ordenador portátil,Laptop,Kannettava tietokone,Ordinateur portable,Ordinateur portable,מחשב נייד,लैपटॉप,Laptop,Laptop,Laptop,Computer portatile,ノートパソコン,노트북,Komputer Riba,Laptop,Bærbar datamaskin,Laptop,Laptop,Computador portátil,Laptop,Ноутбук,Laptop,Bärbar dator,แลปท็อป,Dizüstü Bilgisayar,Ноутбук,Máy tính xách tay,笔记本电脑,筆記型電腦,筆記型電腦
59446,لوحة مفاتيح,Teclat,Klávesnice,Tastatur,Tastatur,Πληκτρολόγιο,Keyboard,Keyboard,Keyboard,Teclado,Teclado,Näppäimistö,Clavier,Clavier,מקלדת,कीबोर्ड,Tipkovnica,Billentyűzet,Papan Ketik,Tastiera,キーボード,키보드,Papan Kekunci,Toetsenbord,Tastatur,Klawiatura,Teclado,Teclado,Tastatură,Клавиатура,Klávesnica,Tangentbord,แป้นพิมพ์,Klavye,Клавіатура,Bàn phím,键盘,鍵盤,鍵盤
59680,حاسبة,Calculadora,Kalkulačka,Lommeregner,Rechner,Αριθμομηχανή,Calculator,Calculator,Calculator,Calculadora,Calculadora,Laskin,Calculette,Calculatrice,מחשבון,कैल्क्यूलेटर,Kalkulator,Számológép,Kalkulator,Calcolatrice,計算機,계산기,Kalkulator,Reken­machine,Kalkulator,Kalkulator,Calculadora,Calculadora,Calculator,Калькулятор,Kalkulačka,Kalkylator,เครื่องคิดเลข,Hesap Makinesi,Калькулятор,Máy tính,计算器,計算機,計算機
59662,رسم بياني شريطي,Gràfic de barres,Pruhový graf,Søjlediagram,Balkendiagramm,Γράφημα ράβδων,Bar Graph,Bar Graph,Bar Graph,Gráfica de barras,Gráfica de barras,Pylväskaavio,Graphique à barres,Diagramme à bandes,גרף עמודות,बार ग्राफ़,Stupčasti grafikon,Sávdiagram,Grafik Bar,Grafico a barre,棒グラフ,막대 그래프,Graf Bar,Staafgrafiek,Stolpediagram,Wykres słupkowy,Gráfico de Barras,Gráfico de barras,Grafic cu bare,Столбчатая диаграмма,Pruhový graf,Stapelgraf,กราฟแท่ง,Çubuk Grafik,Гістограма,Đồ thị thanh,条形图,長條圖,長條圖
59817,طابعة,Impressora,Tiskárna,Printer,Drucker,Εκτυπωτής,Printer,Printer,Printer,Impresora,Impresora,Tulostin,Imprimante,Imprimante,מדפסת,प्रिंटर,Pisač,Nyomtató,Pencetak,Stampante,プリンタ,프린터,Pencetak,Printer,Skriver,Drukarka,Impressora,Impressora,Imprimantă,Принтер,Tlačiareň,Skrivare,เครื่องพิมพ์,Yazıcı,Принтер,Máy in,打印机,打印機,印表機
59752,محرك أقراص ثابتة,Unitat de disc dur,Pevný disk,Harddisk,Festplatte,Σκληρός δίσκος,Hard Drive,Hard Drive,Hard Drive,Disco duro,Disco duro,Kovalevy,Disque dur,Disque dur,כונן קשיח,हार्ड ड्राइव,Tvrdi disk,Merevlemez,Hard Drive,Disco rigido,ハード・ドライブ,하드 드라이브,Pemacu Keras,Harde schijf,Harddisk,Dysk twardy,Disco Rígido,Unidade de disco rígido,Unitate de hard disc,Жесткий диск,Pevný disk,Hårddisk,ฮาร์ดไดรฟ์,Sabit Sürücü,Жорсткий диск,Ổ đĩa cứng,硬盘,硬碟,硬碟
59722,الخادم,Servidor,Server,Server,Server,Διακομιστής,Server,Server,Server,Servidor,Servidor,Palvelin,Serveur,Serveur,שרת,सर्वर,Server,Szerver,Server,Server,サーバ,서버,Pelayan,Server,Tjener,Serwer,Servidor,Servidor,Server,Сервер,Server,Server,เซิร์ฟเวอร์,Sunucu,Сервер,Máy chủ,服务器,伺服器,伺服器
59519,قاعدة بيانات,Base de dades,Databáze,Database,Datenbank,Βάση δεδομένων,Database,Database,Database,Base de datos,Base de datos,Tietokanta,Base de données,Base de données,מסד נתונים,डेटाबेस,Baza podataka,Adatbázis,Database,Database,データベース,데이터베이스,Pangkalan Data,Database,Database,Baza danych,Banco de Dados,Base de dados,Bază de date,База данных,Databáza,Databas,ฐานข้อมูล,Veri Tabanı,База даних,Cơ sở dữ liệu,数据库,資料庫,資料庫
59826,تخزين الشبكة,Emmagatzematge de xarxa,Síťové úložiště,Netværkslagring,Netzwerkspeicher,Δικτυακός χώρος αποθήκευσης,Network Storage,Network Storage,Network Storage,Almacenamiento de red,Almacenamiento de red,Verkko­tallennustila,Stockage réseau,Stockage réseau,אחסון רשת,नेटवर्क स्टोरेज,Mrežna pohrana,Hálózati tárhely,Penyimpanan Jaringan,Archiviazione di rete,ネットワークストレージ,네트워크 저장 공간,Storan Rangkaian,Netwerkopslag,Nettverkslagring,Sieciowa pamięć masowa,Armazenamento de Rede,Armazenamento na rede,Stocare în rețea,Сетевое хранилище,Sieťové úložisko,Nätverkslagring,พื้นที่จัดเก็บข้อมูลเครือข่าย,Ağ Depolama Alanı,Мережеве сховище,Lưu trữ mạng,网络储存空间,網絡儲存空間,網路儲存空間
59653,أرشيف,Arxiu,Archiv,Arkiv,Archiv,Αρχειοθήκη,Archive,Archive,Archive,Archivo,Archivo comprimido,Arkisto,Archive,Archive,יצירת ארכיון,आर्काइव करें,Arhiviraj,Archívum,Arsip,Archivio,アーカイブ,아카이브,Arkib,Archief,Arkiv,Archiwum,Arquivo,Arquivo,Arhivă,Архив,Archív,Arkiv,ที่เก็บถาวร,Arşivle,Архів,Bộ lưu trữ,归档,封存,封存
59721,مكعب,Cub,Krychle,Kube,Würfel,Κύβος,Cube,Cube,Cube,Cubo,Cubo,Kuutio,Cube,Cube,קוביה,क्यूब,Kocka,Kocka,Kubus,Cubo,立方体,큐브,Kiub,Kubus,Kube,Sześcian,Cubo,Cubo,Cub,Куб,Kocka,Kub,ลูกบาศก์,Küp,Куб,Hình khối,立方体,方塊,方塊
59851,تلفاز,Televisor,Televizor,Fjernsyn,Fernseher,Τηλεόραση,Television,Television,Television,Televisor,Televisión,Televisio,Téléviseur,Télévision,טלוויזיה,टेलीविज़न,Televizija,Televízió,Televisi,Televisore,テレビ,텔레비전,Televisyen,Televisie,TV,Telewizor,Televisão,Televisão,Televiziune,Телевизор,Televízor,TV,โทรทัศน์,Televizyon,Телевізор,Tivi,电视机,電視,電視
59742,ذراع تحكم بالألعاب,Comandament de joc,Herní ovladač,Controller,Controller,Χειριστήριο παιχνιδιών,Game Controller,Gaming Controller,Game Controller,Mando de videojuegos,Control de videojuegos,Peliohjain,Manette de jeu,Manette de jeu,שלט משחק,गेम कंट्रोलर,Igraći kontroler,Játékvezérlő,Pengontrol Game,Controller per videogiochi,ゲームコントローラ,게임 컨트롤러,Pengawal Permainan,Gamecontroller,Spillkontroller,Kontroler do gier,Controle de Videogame,Comando de jogos,Controller pentru jocuri,Игровой контроллер,Herný ovládač,Spelkontroll,อุปกรณ์ควบคุมเกม,Oyun Kumandası,Ігровий контролер,Bộ điều khiển trò chơi,游戏手柄,遊戲控制器,遊戲控制器
59818,قطعة لعبة ألغاز ثنائية السن,Peça de puzzle de dues puntes,Dílek skládačky se dvěma výběžky,Puslespilsbrik med to “næser”,Puzzleteil mit zwei Verbindungen,Κομμάτι παζλ με δύο προεξοχές,Two Prong Puzzle Piece,Two-Prong Puzzle Piece,Two-Tab Puzzle Piece,Pieza de puzle con dos salientes,Dos piezas dentadas de rompecabezas,Kaksisakarainen palapelin pala,Pièce de puzzle avec deux côtés convexes,Pièce de casse-tête avec deux côtés convexes,חתיכת פאזל עם שתי בליטות,दो नोक वाली पहेली का टुकड़ा,Komad slagalice s dva kraka,Két kiálló résszel ellátott kirakósdarab,Potongan Teka-Teki Dengan Dua Pengait,Tessera di puzzle con due incastri,ジグソーパズルの凸部分が2つあるピース,두 갈래 퍼즐 조각,Kepingan Teka-teki Bergigi Dua,Puzzel­stukje met twee uitsteeksels,Puslespillbrikke med to utstikkende deler,Element puzzle z dwoma wypustkami,Peça de Quebra-cabeça com Duas Pontas,Peça de puzzle com duas pontas,Piesă de puzzle cu două proeminențe,Кусочек пазла с двумя зубцами,Obojsmerný kúsok skladačky,Pusselbit med två pluggar,ชิ้นส่วนจิ๊กซอว์แบบสองแฉก,İki Çıkıntılı Yapboz Parçası,Елемент пазла з двома зубцями,Miếng ghép hình hai răng,双凸起拼图,兩塊拼圖塊,兩片拼圖碎片
61552,قطعة لعبة ألغاز أحادية السن,Peça de puzzle d’una punta,Dílek skládačky s jedním výběžkem,Puslespilsbrik med en “næse”,Puzzleteil mit einer Verbindung,Κομμάτι παζλ με μία προεξοχή,One Prong Puzzle Piece,One-Prong Puzzle Piece,One-Tab Puzzle Piece,Pieza de puzle con un saliente,Una pieza dentada de rompecabezas,Yksisakarainen palapelin pala,Pièce de puzzle avec un côté convexe,Pièce de casse-tête avec un côté convexe,חתיכת פאזל עם בליטה אחת,एक नोक वाली पहेली का टुकड़ा,Komad slagalice s jednim krakom,Egy kiálló résszel ellátott kirakósdarab,Potongan Teka-Teki Dengan Satu Pengait,Tessera di puzzle con un incastro,ジグソーパズルの凸部分が1つあるピース,한 갈래 퍼즐 조각,Kepingan Teka-teki Bergigi Satu,Puzzel­stukje met één uitsteeksel,Puslespillbrikke med én utstikkende del,Element puzzle z jedną wypustką,Peça de Quebra-cabeça com Uma Ponta,Peça de puzzle com uma ponta,Piesă de puzzle cu o proeminență,Кусочек пазла с одним зубцом,Jednosmerný kúsok skladačky,Pusselbit med en plugg,ชิ้นส่วนจิ๊กซอว์แบบหนึ่งแฉก,Tek Çıkıntılı Yapboz Parçası,Елемент пазла з одним зубцем,Miếng ghép hình một răng,单凸起拼图,一塊拼圖塊,一片拼圖碎片
59753,سماعات رأس,Auriculars,Sluchátka,Hovedtelefoner,Kopfhörer,Ακουστικά,Headphones,Headphones,Headphones,Auriculares,Audífonos,Kuulokkeet,Écouteurs,Écouteurs,אוזניות,हेडफ़ोन,Slušalice,Fejhallgató,Headphone,Cuffie,ヘッドフォン,헤드폰,Fon Kepala,Koptelefoon,Hodetelefoner,Słuchawki,Fones de ouvido,Auscultadores,Căști,Наушники,Slúchadlá,Hörlurar,เฮดโฟน,Kulaklık,Навушники,Tai nghe,耳机,耳筒,耳機
61479,سماعات رأس في دائرة,Cercle d’auriculars,Sluchátka v kroužku,Hovedtelefoner i cirkel,Kopfhörer – Kreis,Ακουστικά σε κύκλο,Headphones Circle,Headphones Circle,Headphones Circle,Círculo con auriculares,Audífonos en círculo,Kuulokkeet ympyrässä,Écouteurs dans un cercle,Cercle avec écouteurs,אוזניות בתוך עיגול,हेडफ़ोन वृत्त,Slušalice u krugu,Fejhallgató egy körben,Lingkaran Headphone,Cerchio con cuffie,ヘッドフォン（丸）,원형 헤드폰,Bulatan Fon Kepala,Koptelefoon in cirkel,Hodetelefoner i sirkel,Słuchawki w kółku,Círculo com Fones de Ouvido,Auscultadores num círculo,Cerc căști audio,Наушники в кружке,Slúchadlá v kruhu,Hörlurar i cirkel,เฮดโฟนอยู่ในวงกลม,Kulaklık Dairesi,Навушники в колі,Hình tròn tai nghe,耳机圆圈,耳筒圓圈,耳機圓圈
61481,وسيلة مساعدة السمع,Audiòfon,Sluchadlo,Høreapparat,Hörgerät,Βοήθημα ακοής,Hearing Aid,Hearing Aid,Hearing Aid,Audífono,Aparato para la sordera,Kuulolaite,Appareil auditif,Appareil auditif,מכשיר שמיעה,श्रवण यंत्र,Slušno pomagalo,Hallókészülék,Alat Bantu Dengar,Apparecchio acustico,補聴器,보청기,Alat Bantu Dengar,Gehoorapparaat,Høreapparat,Aparat słuchowy,Aparelho Auditivo,Aparelho auditivo,Proteză auditivă,Слуховой аппарат,Načúvací prístroj,Hörapparat,อุปกรณ์ช่วยฟัง,İşitme Cihazı,Слуховий апарат,Thiết bị trợ thính,助听器,助聽器,助聽器
59790,موسيقى مشغلة بنوتات ثُمُنية,Notes musicals,Osminové noty s trámcem,Ottendedelsmusiknoder med bjælker,Achtelnoten mit Balken,Μουσικές νότες όγδοων,Music Beamed Eighth Notes,Music Beamed Eighth Notes,Music Beamed Eighth Notes,Música ha transferido corcheas,Corchea,Musiikki ja palkitetut kahdeksasosanuotit,Symbole musical deux croches ramées,Croches liées musicales,תו שתי שמיניות,म्युज़िक बीम्ड ऐट्थ नोट्स,Glazbena osminka,Zenei nyolcadhangok,Musik Not Seperdelapan Disatukan,Note musicali,8つの音符が出ている楽譜,8분 음표를 비추는 음악,Muzik Mengeluarkan Not Kelapan,Muziek die achtste noten uitstraalt,Musikk åttedelsnoter med bjelker,Nuty ósemki połączone belką,Semicolcheias Emitidas por Música,Colcheias pontuadas,Optimi muzicale,Сгруппированные восьмые ноты,Osminové noty s trámcom,Musiknotbalk med åttondelsnoter,โน้ตตัวเขบ็ตหนึ่งชั้นแบบมีเส้นรวบหาง,Sekizlik Nota,Вʼязка з двох восьмих нот,Nốt quãng tám phát nhạc,用符杠连接的八分音符,音樂八分音符,音樂八分音符
59839,موجة ١ للسماعة,Ona d’altaveu1,Reproduktor s jednou vlnou,Højttaler med lyd1,Lautsprecher – Welle 1,Κύμα ηχείου1,Speaker Wave1,Speaker Wave1,Speaker Wave1,Onda de altavoz 1,Onda de bocina 1,Kaiutin ja 1 aalto,Haut-parleur avec onde 1,Haut-parleur et onde 1,גל רמקול 1,स्पीकर वेव1,Val zvučnika1,Hangszóróhullám 1,Speaker Gelombang1,Altoparlante con 1 onda,スピーカー（波形1）,스피커(파장 1개),Speaker Gelombang1,Luidspreker met 1 golf,Høyttalerlydbølge 1,Głośnik z falą 1,Onda de Alto-falante 1,Coluna com onda 1,Difuzor cu 1 undă,Динамик с волной 1,Reproduktor s jednou vlnou,Högtalarvåg 1,คลื่นเสียงลำโพง1,Hoparlör Dalga 1,Динамік із 1 хвилею,Sóng loa 1,扬声器波形1,喇叭波形1,揚聲器波形1
61470,موجة ٢ للسماعة,Ona d’altaveu2,Reproduktor se dvěma vlnami,Højttaler med lyd2,Lautsprecher – Welle 2,Κύμα ηχείου2,Speaker Wave2,Speaker Wave2,Speaker Wave2,Onda de altavoz 2,Onda de bocina 2,Kaiutin ja 2 aaltoa,Haut-parleur avec onde 2,Haut-parleur et onde 2,גל רמקול 2,स्पीकर वेव2,Val zvučnika2,Hangszóróhullám 2,Speaker Gelombang2,Altoparlante con 2 onde,スピーカー（波形2）,스피커(파장 2개),Speaker Gelombang2,Luidspreker met 2 golven,Høyttalerlydbølge 2,Głośnik z falą 2,Onda de Alto-falante 2,Coluna com onda 2,Difuzor cu 2 unde,Динамик с волной 2,Reproduktor s dvomi vlnami,Högtalarvåg 2,คลื่นเสียงลำโพง2,Hoparlör Dalga 2,Динамік із 2 хвилями,Sóng loa 2,扬声器波形2,喇叭波形2,揚聲器波形2
